running build_ext
Failed to import optional module imus. Install optional dependencies
Failed to import optional module misc. Install optional dependencies
Using cuda device
Logging to rl/out_dir/models/exp74/PPO_3
---------------------------------
| rollout/           |          |
|    clip_fraction        | 0.219      |
|    clip_range           | 0.4        |
|    entropy_loss         | -16.1      |
|    explained_variance   | 0.978      |
|    learning_rate        | 0.0003     |
|    loss                 | 234        |
|    n_updates            | 2140       |
|    policy_gradient_loss | -0.0812    |
|    std                  | 0.366      |
|    value_loss           | 507        |
----------------------------------------
----------------------------------------
| reward                  | -2.16      |
| reward_contact          | -0.0469    |
| reward_ctrl             | 4.49e-05   |
| reward_motion           | 9.27e-07   |
| reward_position         | 0.000139   |
| reward_torque           | -2.87      |
| reward_velocity         | 0.762      |
| rollout/                |            |
|    ep_len_mean          | 1.02e+03   |
|    ep_rew_mean          | 583        |
| time/                   |            |
|    fps                  | 217        |
|    iterations           | 109        |
|    time_elapsed         | 513        |
|    total_timesteps      | 111616     |
| train/                  |            |
|    approx_kl            | 0.07364488 |
|    clip_fraction        | 0.173      |
|    clip_range           | 0.4        |
|    entropy_loss         | -16.4      |
|    explained_variance   | 0.98       |
|    learning_rate        | 0.0003     |
|    loss                 | 216        |
|    n_updates            | 2160       |
|    policy_gradient_loss | -0.0762    |
|    std                  | 0.366      |
|    value_loss           | 431        |
----------------------------------------
-----------------------------------------
| reward                  | -2.15       |
| reward_contact          | -0.0469     |
| reward_ctrl             | 4.5e-05     |
| reward_motion           | 9.3e-07     |
| reward_position         | 0.000139    |
| reward_torque           | -2.87       |
| reward_velocity         | 0.762       |
| rollout/                |             |
|    ep_len_mean          | 1.02e+03    |
|    ep_rew_mean          | 571         |
| time/                   |             |
|    fps                  | 217         |
|    iterations           | 110         |
|    time_elapsed         | 517         |
|    total_timesteps      | 112640      |
| train/                  |             |
|    approx_kl            | 0.060291555 |
|    clip_fraction        | 0.148       |
|    clip_range           | 0.4         |
|    entropy_loss         | -16.8       |
|    explained_variance   | 0.982       |
|    learning_rate        | 0.0003      |
|    loss                 | 211         |
|    n_updates            | 2180        |
|    policy_gradient_loss | -0.0624     |
|    std                  | 0.366       |
|    value_loss           | 496         |
-----------------------------------------
-----------------------------------------
| reward                  | -2.16       |
| reward_contact          | -0.0469     |
| reward_ctrl             | 4.48e-05    |
| reward_motion           | 9.26e-07    |
| reward_position         | 0.000139    |
| reward_torque           | -2.87       |
| reward_velocity         | 0.761       |
| rollout/                |             |
|    ep_len_mean          | 1.02e+03    |
|    ep_rew_mean          | 560         |
| time/                   |             |
|    fps                  | 217         |
|    iterations           | 111         |
|    time_elapsed         | 521         |
|    total_timesteps      | 113664      |
| train/                  |             |
|    approx_kl            | 0.054138087 |
|    clip_fraction        | 0.145       |
|    clip_range           | 0.4         |
|    entropy_loss         | -16.8       |
|    explained_variance   | 0.978       |
|    learning_rate        | 0.0003      |
|    loss                 | 133         |
|    n_updates            | 2200        |
|    policy_gradient_loss | -0.0621     |
|    std                  | 0.366       |
|    value_loss           | 498         |
-----------------------------------------
Num timesteps: 114000
Best mean reward: 791.71 - Last mean reward per episode: 560.01
----------------------------------------
| reward                  | -2.16      |
| reward_contact          | -0.0469    |
| reward_ctrl             | 4.48e-05   |
| reward_motion           | 9.27e-07   |
| reward_position         | 0.000139   |
| reward_torque           | -2.87      |
| reward_velocity         | 0.759      |
| rollout/                |            |
|    ep_len_mean          | 1.02e+03   |
|    ep_rew_mean          | 560        |
| time/                   |            |
|    fps                  | 217        |
|    iterations           | 112        |
|    time_elapsed         | 526        |
|    total_timesteps      | 114688     |
| train/                  |            |
|    approx_kl            | 0.06798768 |
|    clip_fraction        | 0.224      |
|    clip_range           | 0.4        |
|    entropy_loss         | -17        |
|    explained_variance   | 0.982      |
|    learning_rate        | 0.0003     |
|    loss                 | 119        |
|    n_updates            | 2220       |
|    policy_gradient_loss | -0.0686    |
|    std                  | 0.366      |
|    value_loss           | 359        |
----------------------------------------
-----------------------------------------
| reward                  | -2.16       |
| reward_contact          | -0.0469     |
| reward_ctrl             | 4.39e-05    |
| reward_motion           | 9.09e-07    |
| reward_position         | 0.000136    |
| reward_torque           | -2.88       |
| reward_velocity         | 0.758       |
| rollout/                |             |
